id,edad,genero,estado_civil,residencia,nivel_educativo,grado_estudios,ocupacion,paga_estudios,acceso_internet,banos,autos,computadoras,telefonos,servicios,nivel_educativo_hogar,personas_en_hogar,personas_en_hogar_trabajan,ingreso_mensual_hogar,personas_dependientes,nivel_socioeconomico,tiempo_libre_dia,frecuencia_ejercicio,frecuencia_leer,frecuencia_videojuegos,frecuencia_peliculas,frecuencia_conciertos,frecuencia_bares,frecuencia_escuchar_musica,lugares_visitados_tiempo_libre,consumo_videojuegos,razon_videojuegos,videojuegos_que_consume,frecuencia_videojuego_role,frecuencia_videojuego_accion,frecuencia_videojuego_aventura,frecuencia_videojuego_arcade,frecuencia_videojuego_deportivo,frecuencia_videojuego_estrategia,frecuencia_videojuego_simulacion,frecuencia_videojuego_juegomesa,frecuencia_videojuego_juegomusical,medio_consumo_videojuegos,consumo_simultaneo_musica_videojuego,tipo_musica_simultaneo_videojuegos,frecuencia_consumo_musica,actividades_simultaneas_consumo_musica,generos_musicales_favoritos,artistas_consumo_mayor_frecuencia,razon_consumo_artistas,donde_consumo_musica,importancia_musica_diaria,plataformas_streaming_consumo_musica,frecuencia_consumo_musica_listas_personalizadas,frecuencia_consumo_musica_listas_plataformas,frecuencia_consumo_musica_playlist_populares,frecuencia_consumo_musica_algoritmo_descubrimiento,como_descubre_musica_nueva,otra_manera_descubrimiento_musica,frecuencia_consumo_videos_musicales,razon_valoracion_cancion,razon_valoracion_video_musical,frecuencia_consumo_instagram,frecuencia_consumo_tiktok,frecuencia_consumo_twitter,frecuencia_consumo_youtube,frecuencia_consumo_facebook,importancia_seguimiento_tendencias_musicales,redes_sociales_utilizadas_novedades_musicales,creadores_contenido_frecuencia,creadores_contenido_no_le_gustan,es_fan,de_que_es_fanatico,razon_fanatico,tiempo_fanatico,consideracion_fanatico_artista,que_artista_banda_fanatico,razon_fan_artista,motivos_fan_artista,tiempo_fan_artista,frecuencia_participacion_comunidad_blog_web_fans,frecuencia_participacion_comunidad_discord,frecuencia_participacion_comunidad_grupos_facebook,frecuencia_participacion_comunidad_telegram,frecuencia_participacion_comunidad_instagram,frecuencia_participacion_eventos_en_vivo,frecuencia_participacion_comunidad_fanfiction,frecuencia_participacion_youtube,frecuencia_participacion_twitch,redes_sociales_artistas_favoritos,importancia_artista_redes,factores_seguir_artista_redes,factores_dejar_seguir_artista_redes,compra_productos_promocion_redes,asistencia_eventos_artista_promocion,dinamica_agradaria_artista_favorito,frecuencia_compra_boletos_conciertos,frecuencia_compra_disco_viniles,frecuencia_compra_playeras_artistas,frecuencia_compra_sudaderas_artistas,frecuencia_compra_gorras_artistas,frecuencia_compra_pulsera_accesorios_artistas,frecuencia_compra_cobijas_artistas,frecuencia_compra_peluches_artistas,frecuencia_compra_figuras_coleccion_artistas,frecuencia_compra_tazas_vasos_artistas,frecuencia_compra_stickers_artistas,frecuencia_compra_posters_artistas,frecuencia_compra_bolsas_totes_artistas,frecuencia_compra_llaveros_pines_artistas,otro_producto_artista_fav,marcas_productos_hobbies
42,20,1,Soltero,"Venustiano carranza ","Licenciatura Incompleta","Facultad de ciencias políticas y sociales ","Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,1,0,1,3,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Preparatoria Completa","3-4 personas","1-2 personas",2,"3-4 personas",2,0,1,3,2,2,1,2,3,"Cafeterías, plazas comerciales, cines",1,"Porque me entretengo","Valorant, Fornite, Minecraft",1,1,2,2,0,2,2,3,2,X-box,1,Pop,2,"Tarea, quehacer","Pop, Rock, R&b","Aquihayaquihay, José José, Oasis","Porque me gusta su música ","En casa, En la universidad, En el trabajo, En el transporte público, En reuniones o fiestas",3,Spotify,3,3,2,1,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos","En la radio de spotify",1,"La voz","La producción ",3,3,3,3,3,2,"TikTok, Twitter/X","Esen, Nosoloclasicos, ","Yeri Mua, Miku, Kim Loaiza",1,"De la literatura ","Porque es algo que consumo mucho y me gusta",3,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",2,0,1,0,0,0,0,0,0,0,2,2,2,2,Ninguno,"Xbox, Spotify, H&M..."
43,21,0,Soltero,"Cuautitlán Izcalli","Licenciatura Incompleta","UVM lomas verdes","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,4,4,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"3-4 personas","3-4 personas",5,"1-2 personas",4,0,3,3,3,3,2,2,3,"Gym o casa de amigos",1,"Es una buena distracción ","Minecraft, Pokémon ",3,3,3,2,2,3,2,3,2,"Playstation, X-box, Nintendo, Celular, PC, Tablet o Ipad",1,"De todo un poco, más banda sonoras de videojuegos o rockindie",1,"Dibujar/ Trabajar","Pop, Rock, Baladas","Arctic Monkeys, ColdPlay,  Elton John","Me gusta mucho su estilos y letras ","En casa, En la universidad, En el trabajo, Mientras hago ejercicio",2,Spotify,3,2,2,2,"Familia, Redes sociales, Tendencias","Películas y series ",0,"El ritmo y la letra ","La producción y dirección ",3,3,2,3,3,1,TikTok,,,1,"La animación ","Es un medio que combina las audiovisuales, sin límite en la expresión o limitantes físicas ",5,1,"Imagine dragons, arctic monkeys, Coldplay ","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma","Gusto personal ",5,2,2,3,2,2,2,2,3,2,"Instagram, Tik Tok, Facebook, Youtube, X",0,"Me gusta su música, Quiero estar al día con sus novedades","Desinterés en el producto ",0,1,"Regalar boletos a conciertos ",2,2,2,3,2,2,2,2,2,2,2,2,2,2,"Ninguno ","Ninguna "
44,21,0,Soltero,"Coyoacan ","Licenciatura Incompleta",Unam,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,4,2,2,5,"Ninguno de los anteriores","Secundaria Completa","5 o más personas","3-4 personas",4,"3-4 personas",3,1,3,1,3,3,1,1,3,"El gym o el parque",1,"Me desestrezo ","Cod mobile y genshin impact y juegos ocasionales ",3,3,3,0,0,3,0,1,0,"Celular, Tablet o Ipad",1,"De todo",2,"De todo","Reggaeton, Salsa, Duranguense","Fied, tecno y música regional","Son alegres y/o me gustan sus melodías ","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,"Spotify, YouTube Music, Deezer",3,1,0,3,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos","Por memes",2,"La letra o el como me haga sentir ","El mensaje que quiera transmitir ",3,0,0,3,3,1,"Instagram, YouTube, Facebook",,,1,"De los deportes y de la música ","Me gusta practicarlo y/o me gusta el artista.",3,1,"Feid, ramstein, drake","Me identifico con su música o sus letras, Me gusta su imagen o estética","Por gustos adquiridos por el entorno social ",5,0,0,0,0,0,0,0,3,0,Instagram,0,"Me gusta su música, Quiero estar al día con sus novedades","Si empieza con contenido aburrido",0,1,"Q regala mercancía en dinámicas y q el envío fuera mundial",2,0,2,2,2,0,0,0,0,0,0,0,0,0,"Por ejemplo si colaboran con arcas ya establecidas y si em gusta lo compro","Comida rápida, ya sea pizza o lo q sea q engorde (sabritas, dominós, gamesa, Coca-Cola y etc)"
45,21,0,Soltero,"Atizapán de Zaragoza","Licenciatura Incompleta","Tec de Monterrey","Solo estudio","Mi padre/madre o tutor",1,3,2,4,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",4,"3-4 personas",1,1,3,3,3,2,1,3,3,"La escuela, Starbucks, Crudologia (bar) y Fiestas",1,"Por qué le gusta ","LOL, Gta V y Class Royal",0,2,2,2,0,3,1,2,0,"X-box, Celular, PC, Tablet o Ipad",1,"Lo que caiga de mi playlist",1,"Ejercicio, cuando Juego, cuando hago Tareas, cuando va a fiestas ","Reggaeton, Electrónica, Corridos tumbados","Feid, Lost Frequencies y Peso Pluma","Por qué están chidos","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,"Apple Music, Apple music",3,2,0,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho, Shazam o Soundhound","Todas las anteriores",1,"El ritmo y la ocasión ","Que tengas coherencia con la música y que esté llamativo ",3,3,2,3,2,0,TikTok,,,1,"Fórmula 1","Porque le gusta analizar los factores que pueden hacer lo que un piloto gane o pierda ",3,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno," "
46,21,0,Soltero,"Atizapan de Zaragoza","Licenciatura Incompleta","Unitec Atizapán ","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,2,3,4,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"1-2 personas","1-2 personas",6,"1-2 personas",5,0,2,2,3,3,2,2,2,"Estar en mi casa ",1,"Ayuda al estrés","League of legends apex legends Minecraft ",2,3,3,2,2,3,2,2,2,PC,1,"Pop en español kpop ",2,"Jugar lavar conducir ","Pop, Clásica, Kpop","Twice Vicente y Jose Jose ","Me hustab","En casa, En la universidad, En el trabajo, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,"Spotify, Apple Music, YouTube Music, Amazon Music, Apple music",3,3,3,3,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias","TikTok ",3,"Que pegue al alma ","La calidad ",3,3,3,3,3,3,"Instagram, TikTok, Twitter/X, YouTube, Facebook",,,0,"Sin fanatismo","No aplica",0,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",2,2,3,3,2,3,2,2,2,3,3,3,2,2,"Llaveros o cosas así ","Papas palomitas o comida "
47,21,1,Soltero,"CDMX Tlalpan ","Preparatoria Completa","Tecnológico de Monterrey CCM","Solo estudio","Mi padre/madre o tutor",1,2,2,4,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"3-4 personas","1-2 personas",5,"1-2 personas",3,1,2,2,0,3,1,0,3,"Restaurantes, cafeterías, espacios recreativos, etc",0,"Sin consumo","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"Pop y electrónica ",2,"Deberes del hogar, estudiar, realizar tareas, caminar, etc","Pop, Electrónica, Alternativa ","Phoenix, Justin Bieber, Dean Lewis","Siento que sus canciones encajan con mi estado de ánimo habitual y me gusta mucho su ritmo y su composición ","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, Apple Music, Apple music",3,3,2,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos","Recomendaciones de Apple Music ",2,"Letra, ritmo y progresión ","El encuadre y story telling",3,3,2,3,2,2,"Instagram, TikTok, YouTube","Kass quezada, macarena garcía, jezzini ",.,0,"Sin fanatismo","No aplica",0,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",1,2,0,2,1,1,0,1,2,0,0,0,1,2,Ninguno,.
48,21,1,"Con pareja",Naucalpan,"Licenciatura Incompleta","Anahuac Mexico","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,5,3,5,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",6,"1-2 personas",3,1,2,2,1,3,3,3,3,"El cine",0,"Sin consumo","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,ninguna,1,"Manejo o hago tarea","Pop, Reggae, Pop en ingles","Mario bautista, one direction, danna paola","me gusta su musica y los sigo desde hace mucho","En casa, En la universidad, En el trabajo, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, YouTube Music",1,1,1,1,"Familia, Amigos, Redes sociales, Estaciones de radio","por mi cuenta buscando",1,"la letra y melodia","la calidad y historia",3,3,3,1,1,2,"Instagram, TikTok, Twitter/X",ninguno,ninguno,1,"la musica y el deporte","me apasiona",5,1,"one direction, mario bautista, danna paola","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","me han acompañado toda mi vida",5,2,0,0,0,2,1,1,0,0,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Por las dinámicas o concursos que realizan","Sin motivos",1,1,"meet & greet",3,3,2,2,2,1,1,1,1,1,2,2,2,2,"merch en general","no se"
49,21,1,Concubinato,"Azcapotzalco ","Licenciatura Incompleta","La Salle","Solo estudio","Mi padre/madre o tutor",1,2,3,2,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Preparatoria Incompleta","3-4 personas","1-2 personas",2,"3-4 personas",2,0,0,0,0,2,1,1,3,"cafeterías ",0,"no me gusta y no tengo tiempo ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,minguna,1,"estudiar, quehacer, caminar","Reggaeton, R&b, Corridos tumbados","álvaro díaz, omar courtz, dei v","por que me la paso ameno","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, En reuniones o fiestas",3,"Spotify, Apple Music",3,2,0,0,"Familia, Amigos, Redes sociales, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos","solo esas",0,"el ritmo ","la historia y la trama ",3,3,3,3,1,1,"Instagram, TikTok, YouTube"," no sigo ","la mayoría de todos ",1,"de un artista ","por que me encanta ",3,1,"álvaro díaz, eladio carrión, junior h","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética",esos,3,0,0,0,0,2,0,0,0,0,"Instagram, X",3,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores","no me interesa",0,1,m&g,3,0,0,0,0,0,0,0,0,0,2,0,1,2,nada,"no entendí la pregunta "
50,21,1,Soltero,"Xochimilco ","Licenciatura Incompleta","UNAM ","Solo estudio","Mi padre/madre o tutor",1,1,1,1,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","3-4 personas","1-2 personas",2,"1-2 personas",3,1,2,0,0,2,2,2,3,"Plazas, lugares donde vendan ropa ",0,"No me llaman la atención ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No juego videojuegos ",2,"Voy de camino a la escuela o de regreso, estoy caminando a algún lado, o cuando hago tarea ","Pop, Rock, Reggaeton","Zoé, Caifanes, León Larregui ","Porque me gusta el género, sus canciones, el ritmo que manejan ","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,2,1,0,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos, Shazam o Soundhound","Por un nuevo lanzamiento de mi artista favorito ",1,"El ritmo, los instrumentos que se usan, a veces la letra ","Que sea entretenido ",3,3,1,1,3,2,"Instagram, TikTok","JuanDa, Jezzini, Jair Sánchez ","Jimena Jiménez, Domelipa, Skabeche ",1,"De los anillos ","Porque me gustan como se ven en mis manos ",3,1,"Zoé, León Larregui, Bad Bunny ","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma",No,5,2,0,3,0,2,0,0,0,0,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me gusta su música, Me interesa su vida personal, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Por sus publicaciones, o porque se metió en una controversia ",0,1,"Concierto, una rueda de autógrafos y fotos ",2,0,3,3,3,3,0,0,2,2,3,2,0,1,"Pulseras ","Nike, Adidas, Zara, Pull and Bear, Bershka "
51,21,1,Soltero,"Estado de México","Licenciatura Incompleta","Universidad Anáhuac México Norte","Solo estudio","Mi padre/madre o tutor",1,2,1,4,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",5,"3-4 personas",3,1,1,0,0,1,2,2,3,"Restaurantes y centros comerciales",0,"No me llaman la atención","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No juego videojuegos",0,"Camino hacia la universidad, camino de regreso a casa","Pop, Reggaeton, Electrónica","Bad Bunny, Feid, Latin Mafia ","Me gusta su música y el cómo me hace sentir","En casa, En la universidad, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,"Spotify, Apple Music, YouTube Music, Amazon Music",3,2,2,1,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos","Por trends populares",2,"El ritmo","Que sea visualmente atractivo ",3,3,2,3,2,2,"Instagram, TikTok, YouTube","Juanpa Zurita, Fede Vigevani, Hermanas JM","Mr. Beast, Rayito, Paulo Balaz",1,"Bad Bunny","Me gusta su música",3,1,"Bad Bunny, Feid","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Me gusta su imagen o estética","Por su contenido",3,0,0,0,0,0,0,0,2,0,"Instagram, Tik Tok, Youtube, X",4,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Una mala reputación e imagen",0,0,"Un meet & greet",3,1,0,2,1,0,0,0,0,0,0,0,0,0,"No suelo comprar","Spotify, Instagram"
52,21,1,Soltero,"Cuauhtemoc ","Licenciatura Completa","La Salle","Solo estudio","Mi padre/madre o tutor",1,2,2,2,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Carrera técnica completa","1-2 personas","1-2 personas",5,"1-2 personas",3,0,2,2,0,2,2,2,3,"gimnasio ",0,"No me gustan","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"no juego ",2,"Tarea, ejercicio ","Pop, Reggaeton","Danny Ocean, Humbe, Lauv","Me gusta la letra de sus canciones ","En casa, En la universidad, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Apple Music, YouTube Music",3,3,3,3,"Familia, Amigos","por podcasts",1,"La letra","Que sea acorde a la letra ",3,3,1,3,1,1,TikTok,jezzini,"adrián marcelo ",1,"Del volley ","porque me gusta ",5,1,"Lauv, Carla Morrison, Humbe","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma","Porque conecto mucho con su música ",5,2,2,2,2,2,2,2,2,2,"Instagram, Tik Tok, X",4,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades","Sin motivos",1,0,M&G,3,1,1,2,1,1,1,1,1,1,1,1,2,3,Ninguno,"agua "
53,21,0,Soltero,"tlalpan ","Licenciatura Incompleta","Fes Aragón ","Solo estudio","Mi padre/madre o tutor",1,2,2,3,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Preparatoria Completa","3-4 personas","1-2 personas",4,"1-2 personas",3,0,3,2,2,2,2,2,3,gym,1,"me resulta entretenido ","gta 5, fifa 24 y call of duty ",2,3,3,2,3,2,3,2,2,"Playstation, X-box, PC",1,"el modo aleatorio de spotify ",1,"hacer ejercicio y ocasionalmente estudiar ","Pop, Reggaeton, Corridos","j balvin, bogeto, banda recoditos ","me resulta interesante el ritmo ","En casa, En la universidad, En el transporte público, Mientras hago ejercicio",2,Spotify,3,3,2,3,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias","en los lugares que frecuento o en bares ",2,"el ritmo y la letra ","la trama ",3,3,2,2,2,1,"TikTok, YouTube","no veo influencers ","los que hacen contenido muy tonto ",1,"autos ","me gusta la adrenalina ",3,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",2,2,2,2,2,2,2,2,2,2,2,2,2,2,"no compro artículos relacionado con alguna banda o artista ","vasos para el gym y playeras deportivas "
54,21,1,Soltero,"Atizapán de Zaragoza","Licenciatura Incompleta",TecMilenio,"Estudio y trabajo medio tiempo",Abuela,1,1,1,2,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","1-2 personas","1-2 personas",4,"1-2 personas",3,1,0,2,3,3,2,0,3,"Centros comerciales ",1,"Me gusta liberar estrés con ellos ","Overwatch, Just Dance ",0,3,3,3,0,1,0,1,3,"X-box, Nintendo",0,"No aplica",3,"Trabajo, estudio, transporte, lectura, ocio ","Pop, Rock, Punk","Paramore, My Chemical Romance y Morat","Me encanta su música y sus letras ","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,3,2,2,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Colaboraciones con artistas que escucho, Espacios públicos","Videojuegos y Youtube",2,"su letra ","efectos de video",3,2,1,2,1,1,"Instagram, TikTok, Twitter/X, YouTube","Karlas Notes, El Mariana y Juega German","Todo lo representativo al maltrato animal, discriminación o violencia ",1,"Paramore ","Su música me gusta mucho al igual que la personalidad de los artistas y lo que transmiten ",3,1,"Paramore, My Chemical Romance y Morat","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","su empatia y dedicación ",4,3,0,2,0,1,0,2,2,3,"Instagram, Tik Tok, Facebook, Youtube, X, Twitch",3,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","cambios drásticos ",0,0,"Venir a México a un concierto en solitario ",3,2,1,2,0,1,0,0,0,0,1,2,1,3,"Libros ","Non Stop, Samsung"
55,21,1,Soltero,"Azcapotzalco ","Licenciatura Incompleta","Universidad Tecmilenio ","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,2,2,3,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)",Posgrado,"3-4 personas","3-4 personas",1,"1-2 personas",3,0,2,3,2,3,2,2,3,"Plaza ",0,"Me aburren","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No juego videojuegos",3,"Trabajar, estudiar","Pop, Kpop, Mariachi",BTS,"Los amo","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,3,3,3,"Familia, Amigos","YouTube ",3,"La letra","El contexto",3,3,2,3,3,1,"Instagram, TikTok, YouTube, Facebook","Doris, Diana Díaz, Dross",Dalas,1,"Comics, mangas ","Lo amo",5,1,"Morat, BTS, banda ms","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","Me gustan sus sonidos",5,3,2,2,2,2,3,2,2,2,"Instagram, Tik Tok, Facebook, Youtube",4,"Me gusta su música","Sus actitudes ",1,1,"Un disco con temática diferente ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Playeras, discos",Panini
56,21,1,Soltero,"Azcapotzalco ","Licenciatura Incompleta",Tecmilenio,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,2,1,5,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","5 o más personas",4,"3-4 personas",3,0,1,3,3,3,1,2,3,"Cine, cafeterías, restaurantes, tiendas ",1,"Porque me encanta desde que soy muy pequeña y es un pasatiempo que disfruto hacer para divertirme ","Minecraft, Sims, Left 4 dead ",3,3,3,2,0,2,3,3,2,"Celular, PC",1,"Pop normalmente ",3,"Dibujar, hacer tarea o trabajo, escribir, leer, platicar ","Pop, Jpop","Ed Sheeran, Matisse y Conan Gray ","Me encanta el estilo de sus canciones, sobre todo las que son más lentas. Las letras y el ritmo me hacen querer cantarlas ","En casa, En la universidad, En el trabajo, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,2,1,3,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Colaboraciones con artistas que escucho","Indagando en musica similar a la que me gusta o en un artista que parezca que tiene un estilo similar a otro artista.",2,"La letra, el ritmo y lo que transmite ","Que sea atrapante y nuevo (por ejemplo, que cuente una historia)",3,1,0,3,0,1,Instagram,"Vegetta777, MissaSinfonía, Farid Dieck","Dalas, Grefg, Ari gameplays",1,"Anime ","Me ayudó a escapar de la realidad y a desarrollar mi creatividad en muchas ocasiones.",5,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",1,0,1,1,1,2,0,0,0,1,1,0,0,1,Ninguno,"Coca cola "
